,text,user_location,location,Lat,Lon
22949,"RT @TalbertSwan: Matt Gaetz @RepMattGaetz is a racist piece of trash.

#ImpeachmentDay",World,"العالم, دبي, الإمارات العربية المتحدة",25.2528888,55.17696777178696
101449,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment","London, England","London, Greater London, England, United Kingdom",51.5073219,-0.1276474
23912,#ImpeachmentDay because we don't tolerate #scum.,"Syracuse, NY","Syracuse, Onondaga County, New York, United States",43.0481221,-76.1474244
89645,"RT @thehill: Speaker Pelosi: ""The President of the United States incited this insurrection... He must go. He is a clear and present danger…","Arizona, USA","Arizona, United States",34.395342,-111.763275
112619,Wow. That's rich.  Republicans are claiming the democrats are rushing to judgement.  Wow. #ImpeachmentDay,Massachusetts,"Massachusetts, United States",42.3788774,-72.032366
42203,"RT @davidmweissman: I have yet to see an Antifa member storming the #CapitolBuilding, RT if you haven't seen Antifa as well. #ImpeachmentDa…",Chicago,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
24459,"RT @thehill: Rep. @Ilhan Omar: ""We must impeach and remove this President from the office immediately so that he cannot be a threat to our…","Newburgh, NY","Newburgh, Orange County, New York, United States",41.5034271,-74.0104179
101895,That’s why you incited insurrection! You just couldn’t accept your loss! #ImpeachmentDay https://t.co/Rwbs7MRVR3,United States,United States,39.7837304,-100.4458825
133062,"RT @1002indy: Two impeachments. Delicious.
#ImpeachmentDay https://t.co/nPdav33k15",at paradise,"Paradise, Newfoundland, Newfoundland and Labrador, Canada",47.5255933,-52.8724145
89679,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay","Portage, Michigan","Portage, Kalamazoo County, Michigan, United States",42.2011538,-85.5800022
65726,Yaaaaas @RepCori is up. SAY IT. #ImpeachmentDay,"Alpharetta, GA","Alpharetta, Fulton County, Georgia, United States",34.0709576,-84.2747329
103730,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…","Maine, USA","Maine, United States",45.709097,-68.8590201
23530,"RT @Triquiuela5: Fantastic cover of ""the new european""
#ImpeachmentDay #AmericaOrTrump 
CENSORED
Jim Jordan https://t.co/X6LZSVVTX0",Australia,Australia,-24.7761086,134.755
125167,I must admit I need a punk song while waiting for the results of #ImpeachmentDay #NewMusic #punk @thehubcitypunks… https://t.co/o5f0KrgUKG,"Hagerstown, MD","Hagerstown, Washington County, Maryland, United States",39.6419219,-77.7202641
24128,"RT @cucumberRoger: omg, can we get rid of this guy too #ImpeachmentDay https://t.co/9fuuJPiO7B","Lagos, Nigeria","Lagos, Lagos Island, 100242, Nigeria",6.4550575,3.3941795
67623,"I speak fast but I don't think I could make a good point in 30 seconds....

#ImpeachmentDay",NC,"North Carolina, United States",35.6729639,-79.0392919
113279,RT @YoungInvincible: The road to reconciliation and justice begins with President Trump’s removal from office. #ImpeachmentDay https://t.co…,"Denver, CO","Denver, Calle 16, Yopal, Casanare, Orinoquia, 850001, Colombia",5.3428475,-72.3959849
73866,"Exactly what investigation is needed for what we actually saw and heard... oh that’s right, the sky is not blue in… https://t.co/VOMZKzsQXI","San Diego, CA","San Diego, San Diego County, California, United States",32.7174202,-117.1627728
58011,"RT @thehill: Rep. Joaquin Castro: ""Donald Trump is the most dangerous man to ever occupy the Oval Office."" #ImpeachmentDay https://t.co/sIy…",Nostalgia,"Nostalgia, Calvert County, Maryland, 20685, United States",38.4431791,-76.5205095
125800,RT @Miriam2626: God bless our Congressmen and women who are returning to the place they were attacked a week earlier to do their duty. Than…,"Midland, Texas","Midland, Midland County, Texas, United States",31.9973662,-102.0779482
43248,Don't like the 'only 7 days left' argument. I think that there's a principle involved here that goes beyond days le… https://t.co/38bbYPjYaD,"Burnaby, British Columbia","Burnaby, Metro Vancouver Regional District, British Columbia, Canada",49.2433804,-122.9725459
72372,RT @MariangelaAbeo: REP KEVIN. The LAST thing we need right now is a FAKE history lesson from a CIS WHITE MAN. SIT DOWN. How has he been ta…,"Massachusetts, USA","Massachusetts, United States",42.3788774,-72.032366
50531,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…","Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
129140,@JoeyHollywood @TrueBlue4u2 @ReforgeAmerica It’s likely @SpeakerPelosi got a call from security the other night whe… https://t.co/nbiVB3HitV,"Florida, USA","Florida, United States",27.7567667,-81.4639835
5372,"RT @lgrayhurst01: Turns out you can do it multiple times.

#ImpeachmentDay https://t.co/HUCKUCwgDX",Lisburn,"Lisburn, County Antrim, Northern Ireland, BT28 1XE, United Kingdom",54.5112913,-6.0466736
57332,"In Canada, parliamentarians are not allowed to accuse each other of lying. Surprised to see it happen so freely in… https://t.co/5w7DW5pypK",Toronto,"Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
38724,"“The American People want unity today, not impeachment.” 

No you willfully ignorant fucks, we WANT impeachment and… https://t.co/JJMXQaLYL1",United States,United States,39.7837304,-100.4458825
30700,I have a migraine from all of the yielding in Congress today. #ImpeachmentDay #House of Representatives #BidenHarris2020,"Akron, OH","Akron, Summit County, Ohio, United States",41.083064,-81.518485
9782,"Congrats, Donnie. You made history. #ImpeachmentDay",Chicago,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
65974,RT @AngelaBelcamino: What the hat says... again. Who's with me? #ImpeachmentDay https://t.co/GeHW7MYwhq,"California, USA","California, United States",36.7014631,-118.755997
51999,"RT @nosoupforgeorge: To be clear:

Republicans are setting the standard that Joe Biden would have to do WORSE than inciting an insurrection…",Etobicoke,"Etobicoke, Toronto, Golden Horseshoe, Ontario, Canada",43.6435559,-79.5656326
51650,Where were every one of these @GOP congressmen for the last 4 years when Trump was DIVIDING OUR COUNTRY?!!… https://t.co/mjSEbcupQg,"New York, NY","New York, United States",40.7127281,-74.0060152
4290,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,Abuja ,"Abuja, Municipal Area Council, Federal Capital Territory, 900001, Nigeria",9.0643305,7.4892974
65423,It would be WILDLY inappropriate to place bets on the outcome of the impeachment votes. Wildly. #ImpeachmentDay #ImpeachTrump,"Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
24299,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,In Exile,"Exile, Town of Rock Elm, Pierce County, Wisconsin, United States",44.6991325,-92.1657348
27461,"RT @grantstern: ""Donald Trump has constructed a glass palace of lies, fear-mongering and sedition."" - @LeaderHoyer 

#ImpeachmentDay","Florida, USA","Florida, United States",27.7567667,-81.4639835
89611,"RT @grantstern: #ImpeachmentDay is just the tip of the iceberg.

""We will bring the rioters to justice,"" says House Judiciary Chairman @Jer…","Kenmore, NY","Kenmore, Tonawanda, Erie County, New York, 14217, United States",42.961748,-78.870914
20421,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,sf,"San Francisco, San Francisco City and County, California, United States",37.7790262,-122.4199061
30686,"RT @HeavyOnDaBlack: #ImpeachmentDay If YOU CANNOT REMOVE A PRESIDENT FOR TRYING TO OVERTHROW GOVERNMENT, THEN WTF CAN YOU REMOVE A PRESIDEN…","California, USA","California, United States",36.7014631,-118.755997
14405,"RT @timetospeakoutt: 217 votes now to impeach #Trump for second time, including ten #Republicans 👍 So it’s official!

#ImpeachmentDay",#Swiftie,"Rio Santos, Rua Joaquim Nabuco, Itaguaí, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23831180, Brasil",-22.854756,-43.764703567658444
51218,"After today, the Republican Party deserves to be pushed to the fringes of our politics and never allowed to hold an… https://t.co/RHKzjepZid",Virginia,"Virginia, United States",37.1232245,-78.4927721
58324,@yogoldsmith @RepScottPerry Dangerous both-sides-ism. @HouseDemocrats gotta hit back on this bullshit. Is… https://t.co/anEqTUCj7H,Brooklyn NYC,"Brooklyn, Kings County, New York, United States",40.6501038,-73.9495823
124895,#ImpeachmentDay #Trump #MAGA #ItTakesTwo #CNN #MSNBC Sing it with me! https://t.co/2emmrUpK82,"San Antonio,TX","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
74164,".@mattgaetz needs to get his facts straight. In the last decade, 76% of all domestic extremist-related murders have… https://t.co/6siTzilzZT","Bay Area, CA","San Francisco Bay Area, San Francisco, San Francisco City and County, California, 94130, United States",37.7884969,-122.3558473
2586,RT @red4_13: Donald got more impeachments than terms 😂😂 #ImpeachmentDay https://t.co/k3fXHndDPE,TACOMA ,"Tacoma, Pierce County, Washington, United States",47.2495798,-122.4398746
49917,"DID THIS MAN SAY “POOR JUDGEMENT?!””
#ImpeachmentDay https://t.co/nHI6R5Ityw","Boston, MA","Boston, Suffolk County, Massachusetts, United States",42.3602534,-71.0582912
7305,"IM MUTHA EFFIN PEACHED! AGAIN! 

#ImpeachmentDay #WHITESUPREMACISTINCHIEF",United States,United States,39.7837304,-100.4458825
126243,"RT @acnewsitics: When Democrats lost in 2016, they knitted pink hats and donated to Planned Parenthood.

When Republicans lost in 2020 they…","Woodbridge, VA","Woodbridge, Woodbridge Township, Middlesex County, New Jersey, 07095, United States",40.55418,-74.28600076944446
62863,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Bourbon, IN","1, Rue de la Seigne, Bourbon, Pré Colas, Saint-Lupicin, Coteaux du Lizon, Saint-Claude, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39170, France",46.4041994,5.7925171
56031,"RT @taradublinrocks: Every time a #Trumpocrite member of the GOP brings up the fact that there’s only a week left until Inauguration Day, I…",Arizona,"Arizona, United States",34.395342,-111.763275
104968,"RT @thehill: Rep. @IlhanMN: ""We must impeach and remove this President from the office immediately so that he cannot be a threat to our dem…",Bronx Zoo,"Bronx Zoo, Jungleworld Road, The Bronx, Bronx County, New York, 10460, United States",40.84930445,-73.87713791835206
132969,"RT @SaintRobin911: Who's ready?

#ImpeachmentDay","Boynton Beach, FL","Boynton Beach, Palm Beach County, Florida, United States",26.5256179,-80.0666026
17019,"RT @grantstern: ""Donald Trump has constructed a glass palace of lies, fear-mongering and sedition."" - @LeaderHoyer 

#ImpeachmentDay","Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
44434,"#ImpeachmentDay
the good news is the bar is very low for extreme lefties in America.","Sheffield, England","Sheffield, Yorkshire and the Humber, England, United Kingdom",53.3806626,-1.4702278
76483,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay",USA,United States,39.7837304,-100.4458825
122296,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…",United States,United States,39.7837304,-100.4458825
68262,I’m drinking every time Lincoln’s name is used. I’m gonna get hammered. #ImpeachmentDay #impeachment #Lincoln #LincolnProject,"Houston, TX","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
88965,@tommcclintock should be locked up for speaking like this ain’t the presidents (former) fault... #ImpeachmentDay,Da Booth,"Booth, Monongalia County, West Virginia, 26502, United States",39.5970269,-80.0153453
7452,"RT @grantstern: It's official: 

President Trump just became the only President to be impeached twice, this time on one article of inciteme…",The Netherlands,Nederland,52.5001698,5.7480821
133687,"RT @minerva411: Today is the day that Trump should be impeached for a 2nd time further cementing his status as the worst, most corrupt pres…","Illinois, USA","Illinois, United States",40.0796606,-89.4337288
72766,"RT @David_Leavitt: Matt Gaetz is worse than burning diarrhea

#ImpeachmentDay","Stockholm, Sweden","Stockholm, Stockholms kommun, Stockholms län, 111 29, Sverige",59.3251172,18.0710935
124698,RT @jeremynewberger: I propose we adopt the custom of throwing an orange out your front door to commemorate the new federal holiday #Impeac…,US,United States,39.7837304,-100.4458825
66553,"RT @David_Leavitt: @mattgaetz Thanks for the retweet Matt Gaetz, now resign and go fuck yourself TRAITOR

#ImpeachmentDay","Virginia, USA","Virginia, United States",37.1232245,-78.4927721
40390,"RT @thehill: Rep. Kildee: ""If inciting an insurrection does not warrant impeachment, nothing does."" #ImpeachmentDay https://t.co/le4wEKypeP",england,"England, United Kingdom",52.5310214,-1.2649062
2539,RT @parrishouthere: 🚨IT’S OFFICIAL🚨DONALD TRUMP HAS BEEN IMPEACHED TWICE DURING HIS PRESIDENCY!!!!! WHAT A TIME TO BE ALIVE #ImpeachmentDay…,"Laredo, TX","Laredo, Webb County, Texas, United States",27.5199841,-99.4953764
14167,"RT @faith_genX: I LOVE that Donald J. Trump will go down in history as the total worst president ever. Never won the popular vote, one term…",Cloudnine,"Cloudnine, Outer Ring Road, Green Glen Layout, Bellanduru, Mahadevapura Zone, Bengaluru, Bangalore East, Bangalore Urban, Karnataka, 530103, India",12.9245009,77.6725702756155
